"h10_g3","h10_g4","h10_g10","h10_g11","h10_eco9","h10_reg7","p1002_8aq1"
1,1983,1,1,821,7,392.3
1,2011,0,1,,7,
2,2013,0,1,,7,
1,1963,1,2,910,7,
2,1962,1,2,423,7,
1,1998,0,2,,7,
2,1927,2,2,,7,
2,1926,2,1,,7,
2,1954,1,1,941,7,83.3
1,1970,1,1,248,7,
2,1970,1,1,247,7,135.7
2,1997,0,1,,7,
1,2001,0,1,,7,
2,2002,0,1,,7,
2,1962,2,1,,7,
1,1973,1,2,412,7,228.1
2,1973,1,2,246,7,181.6
2,2000,0,2,,7,
2,2002,0,2,,7,
2,1937,2,2,,7,
2,1942,2,2,,7,
1,1944,1,2,,7,
2,1948,1,2,521,7,
1,1939,1,2,611,7,
2,1944,1,2,611,7,
1,1976,1,2,841,7,262
2,1990,1,2,930,7,170.4
2,2013,0,2,,7,
1,1961,1,1,873,7,253.5
2,1969,1,1,441,7,
2,1992,5,1,314,7,150
2,1994,5,1,,7,
1,1997,0,1,,7,
2,1941,2,1,611,7,
2,1944,2,1,,7,
2,1960,3,2,,7,
2,1938,2,2,611,7,
2,1932,2,1,,7,
1,1941,1,2,611,7,
2,1945,1,2,611,7,
1,1935,1,1,,7,
2,1941,1,1,,7,
2,1938,2,1,,7,
1,1942,1,2,611,7,
2,1950,1,2,611,7,
1,1936,1,2,611,7,
2,1939,1,2,611,7,
2,1934,2,1,,7,
1,1958,1,2,,7,
2,1977,1,2,,7,
1,2012,0,2,,7,
1,1949,1,1,611,7,
2,1953,1,1,611,7,
1,1990,5,1,,7,
2,1956,2,1,,7,
1,1971,1,1,510,7,305.6
2,1973,1,1,,7,
2,2005,0,1,,7,
1,2008,0,1,,7,
2,2011,0,1,,7,
1,1967,1,2,832,7,342.3
2,1974,1,2,,7,
1,2002,0,2,,7,
1,2004,0,2,,7,
2,2006,0,2,,7,
1,1953,1,2,773,7,
2,1958,1,2,,7,
1,1986,5,2,851,7,109
1,1964,1,1,873,7,
2,1968,1,1,320,7,128.3
1,1989,5,1,521,7,
1,1991,5,1,,7,
2,1973,3,2,922,7,
2,1994,5,2,999,7,
1,1999,0,2,,7,
1,1966,1,1,441,7,
2,1969,1,1,442,7,
2,1998,0,1,,7,
2,1936,2,1,,7,
1,1935,1,2,,7,
2,1947,1,2,,7,
2,1938,2,2,,7,
1,1996,5,2,,7,
2,1964,3,2,,7,
2,1995,5,2,,7,
2,1997,0,2,,7,
1,1952,4,1,942,7,140
1,1967,1,2,792,7,277.5
2,1971,1,2,930,7,135.8
2,2000,0,2,,7,
1,2001,0,2,,7,
1,2005,0,2,,7,
1,1959,2,2,773,7,
2,1967,6,2,,7,
1,1995,5,2,832,7,125.8
2,1999,0,2,,7,
2,1932,2,2,,7,
2,1943,2,1,611,7,
1,1973,5,2,,7,
1,1942,1,2,942,7,90
2,1942,1,2,,7,
1,1944,1,2,611,7,
2,1945,1,2,611,7,
1,1943,1,2,611,7,
2,1944,1,2,611,7,
1,1981,1,2,773,7,
2,1983,1,2,521,7,
1,2010,0,2,,7,
1,1957,1,2,611,7,
2,1964,1,2,611,7,
2,1949,2,2,991,7,
2,1933,2,1,,7,
1,1967,1,1,521,7,
2,1969,1,1,521,7,
2,1997,0,1,,7,
2,1998,0,1,,7,
2,2007,0,1,,7,
2,1922,2,1,,7,
2,1936,2,2,,7,
1,1949,1,2,611,7,
2,1950,1,2,611,7,
2,1934,2,1,611,7,
1,1927,1,2,,7,
2,1939,1,2,,7,
1,1951,1,1,611,7,
2,1955,1,1,611,7,
1,1981,5,2,231,1,459.3
1,1984,5,2,311,1,192.5
2,1942,2,2,,7,
2,1976,5,2,246,7,186.3
1,1965,3,2,771,7,
2,1965,3,2,930,7,154.5
2,2001,0,2,,7,
1,2004,0,2,,7,
1,1989,5,2,852,7,178
1,1962,1,1,239,7,180
2,1962,1,2,442,7,210.8
2,1990,5,2,,1,
2,1991,5,2,,7,
2,1999,0,2,,7,
1,1957,1,2,611,7,
2,1961,1,2,421,7,200
1,1986,5,2,,2,
1,1944,1,2,611,7,
2,1946,1,2,611,7,
1,1962,1,2,611,7,
2,1965,1,2,243,7,305
1,1997,0,2,,7,
1,1999,0,2,,7,
1,1954,1,2,743,7,130
2,1954,1,2,611,7,
2,1978,1,2,,7,
2,1980,1,2,399,7,142
1,1974,1,2,312,7,357.1
1,1981,1,2,873,7,180.4
1,2009,0,2,,7,
2,2010,0,2,,7,
2,2012,0,2,,7,
2,1941,2,2,,7,
1,1977,1,2,311,7,306.7
2,1983,1,2,313,7,315.3
1,2010,0,2,,7,
1,1942,1,2,,7,
2,1949,1,1,611,7,
1,1947,3,2,611,7,
1,1924,1,2,,7,
2,1929,1,2,,7,
1,1967,1,2,873,7,190
2,1970,1,1,,7,
1,1996,5,1,,7,
2,1997,0,1,,7,
2,2000,0,1,,7,
2,1946,2,2,,7,
1,1938,2,2,,7,
1,1970,1,2,773,7,
2,1972,1,2,421,7,120
1,1995,5,2,,7,
1,2001,0,2,,7,
1,1944,1,2,,7,
2,1950,1,2,611,7,
1,1947,1,2,,2,
2,1951,1,1,421,2,124.5
2,1979,3,1,243,2,76.1
1,2007,0,2,,2,
1,1936,1,2,611,7,
2,1939,1,2,,7,
1,1938,1,1,,7,
2,1946,1,1,611,7,
2,1934,2,2,,7,
2,1928,2,1,,7,
2,1954,2,1,247,7,60
2,1931,2,2,,7,
1,1963,1,1,235,7,757
2,1963,1,1,952,7,166.6
1,1949,1,1,,7,
2,1951,1,1,,7,
1,1973,5,1,611,7,
2,1944,2,1,611,7,
2,1936,2,2,,7,
1,1972,1,2,811,7,172
2,1984,1,2,521,7,
2,2007,0,2,,7,
2,2009,0,2,,7,
2,1939,2,1,,7,
1,1948,1,2,611,7,
2,1951,1,2,611,7,
2,1979,1,1,,7,
1,1979,1,1,510,7,373
2,2010,0,1,,7,
1,2012,0,1,,7,
1,1952,1,1,,7,
2,1962,1,1,442,7,
2,1941,2,1,611,7,
2,1936,2,1,,7,
1,1933,1,1,611,7,
2,1936,1,1,611,7,
2,1957,3,1,611,7,
2,1932,2,1,611,7,
1,1951,1,2,611,7,
2,1958,1,2,611,7,
2,1937,2,1,,7,
1,1935,2,2,,7,
2,1935,2,2,611,7,
2,1929,2,2,,7,
2,1958,3,2,521,7,64.2
2,1989,1,2,,1,
1,1985,1,1,,1,
1,2012,0,2,,1,
1,1959,1,1,873,7,433
2,1954,1,1,941,7,110
1,1987,5,2,,7,
1,1989,5,2,,7,
1,1973,1,2,852,7,425.7
2,1999,0,2,,7,
1,2000,0,2,,7,
2,1975,1,2,,7,
1,1955,1,1,874,7,
2,1962,1,1,,7,
1,1990,5,1,,7,
1,1967,1,1,311,7,302.5
2,1966,1,1,,7,
2,2003,0,1,,7,
2,1942,2,1,951,7,20
1,1944,1,1,,7,
2,1951,1,1,,7,
1,1933,1,1,,7,
2,1938,1,1,941,7,20
1,1942,1,1,,7,
2,1945,1,1,941,7,20
1,1973,5,2,,7,
1,1970,5,2,811,7,361.8
2,1934,2,1,,7,
1,1938,1,1,611,7,
2,1952,1,1,611,7,
1,1976,1,1,611,7,
2,2002,0,1,,7,
1,2003,0,1,,7,
2,1979,1,1,246,7,130
1,1942,1,2,611,7,
2,1943,1,2,611,7,
1,1957,1,2,873,7,
2,1965,1,1,421,7,185
1,1988,5,2,314,7,120
1,1991,5,1,,7,
2,2000,0,2,,7,
2,1930,2,1,,7,
1,1954,3,1,,7,
1,1932,1,1,,7,
2,1936,1,1,,7,
1,1934,2,1,,7,
1,1934,1,1,611,7,
2,1941,1,1,611,7,
2,1942,2,2,,7,
2,1934,2,2,,7,
1,1939,1,1,611,7,
2,1941,1,1,611,7,
2,1936,2,2,442,7,20
2,1933,2,1,,7,
1,1940,2,2,,7,
2,1928,2,2,,7,
2,1927,2,2,,7,
1,1932,2,1,,7,
2,1942,2,1,,7,
1,1955,1,1,422,7,
2,1960,1,1,441,7,
2,1985,5,2,245,7,210
2,1987,5,2,245,7,180
1,1990,5,2,873,7,129
1,1956,1,2,311,7,590.4
2,1960,1,1,422,7,
2,1986,1,2,,7,
1,1989,5,2,,7,
2,2014,0,2,,7,
1,1930,1,2,,7,
2,1938,1,2,710,7,
1,1969,3,2,710,7,50
1,1943,1,2,611,7,
2,1946,1,2,611,7,
1,1942,1,2,521,7,
2,1945,1,2,,7,
1,1945,1,2,314,7,
2,1955,1,2,421,7,125
1,1965,3,1,313,7,266.3
2,1992,5,1,245,7,149
2,1995,5,1,,7,
2,1944,2,2,,7,
1,1961,1,2,751,7,110
2,1968,1,2,,7,
2,1997,0,2,,7,
1,1999,0,2,,7,
1,1942,1,1,,7,
2,1947,1,1,,7,
2,1968,3,1,,7,
1,1935,1,2,611,7,
2,1938,1,2,,7,
2,1935,2,1,,7,
1,1940,1,2,992,7,
2,1942,1,2,,7,
1,1942,1,2,611,7,
2,1947,1,2,611,7,
1,1946,1,1,248,7,
2,1950,1,1,951,7,
1,1924,2,1,,7,
2,1929,2,1,,7,
1,1940,1,1,,7,
2,1945,1,1,611,7,
1,1972,5,2,,7,
1,1950,1,2,611,7,
2,1956,1,2,421,7,85
1,1925,2,2,,7,
2,1937,2,2,,7,
1,1947,1,2,611,7,
2,1950,1,2,611,7,
1,1953,1,2,611,7,
2,1963,1,2,611,7,
2,1994,5,2,422,1,178.5
2,1933,2,2,611,7,
1,1958,1,2,611,7,
2,1964,1,2,611,7,
2,1987,5,2,246,7,141.6
2,1989,5,2,246,7,152
1,1931,1,2,611,7,
2,1932,1,2,,7,
1,1946,1,2,611,7,
2,1952,1,2,611,7,
1,1932,1,1,,7,
2,1935,1,1,,7,
1,1946,2,2,611,7,
2,1933,2,1,611,7,
2,1937,2,1,611,7,
2,1939,2,2,,7,
2,1932,2,1,991,7,
2,1937,2,1,611,7,
2,1933,2,2,,7,
2,1933,2,1,,7,
1,1974,5,2,431,7,200
1,1960,1,2,311,7,481.6
2,1959,1,2,421,7,186.3
2,1982,5,2,313,7,175
2,1983,5,2,314,7,
1,1927,1,2,,7,
2,1941,1,2,521,7,
1,1937,2,2,,7,
1,1944,1,2,611,7,
2,1945,1,2,,7,
2,1926,2,2,,7,
2,1941,2,2,,7,
2,1970,3,2,421,7,70
2,1994,5,2,,7,
1,1997,0,2,,7,
2,1936,2,2,,7,
2,1940,2,2,,7,
1,1963,3,2,910,7,
2,1946,2,1,,7,
2,1938,2,1,,7,
2,1936,2,1,,7,
2,1950,2,2,999,7,
2,1937,2,2,,7,
1,1955,1,2,611,7,
2,1960,1,2,611,7,
1,1938,1,2,,7,
2,1940,1,1,,7,
1,1932,2,2,,7,
2,1922,2,2,,7,
1,1940,1,2,630,7,
2,1943,1,1,611,7,
2,1954,3,1,510,7,166.7
1,1943,1,1,,7,
2,1947,1,1,421,7,80
2,1928,2,1,,7,
2,1935,2,1,,1,
1,1952,1,2,710,7,
2,1959,1,2,611,7,
2,1988,5,2,243,7,220
2,1990,5,2,245,7,170
1,1992,5,2,,7,
2,1942,2,1,,7,
1,1996,5,2,,7,
2,1963,3,2,,7,
1,1923,2,1,,7,
2,1924,6,1,,7,
1,1925,1,1,,7,
2,1936,1,1,,7,
1,1923,1,2,,7,
2,1942,2,1,,7,
2,1927,2,1,,7,
2,1938,2,1,942,7,80
2,1933,2,1,941,7,20
1,1965,1,2,941,7,300
2,1964,1,2,,7,
2,1999,0,2,,7,
2,2002,0,2,,7,
1,2004,0,2,,7,
2,1932,2,1,,7,
1,1946,1,1,873,7,
2,1952,1,1,,7,
2,1953,5,1,,7,
2,1946,2,2,,7,
1,1966,1,1,311,7,450
2,1970,1,1,311,7,400
2,1996,5,1,,7,
1,2000,0,1,,7,
1,1965,1,1,231,7,313.6
2,1968,1,1,313,7,153.3
2,1993,5,1,,7,
2,1994,5,1,,7,
1,1979,1,2,,1,
2,1978,1,2,251,1,238
1,1950,1,2,743,7,208.3
2,1954,1,2,,7,
1,1981,1,2,246,7,272.1
2,1980,1,1,,7,
2,2008,0,2,,7,
1,2013,0,2,,7,
1,1954,1,1,274,7,
2,1960,1,1,441,7,151.6
2,1985,5,1,252,7,320
1,1983,1,1,246,7,273.3
2,1984,1,1,,7,
1,2013,0,2,,7,
1,1955,1,1,910,7,
2,1958,1,1,,7,
1,1982,5,1,751,7,150
2,1984,5,1,254,7,101.6
1,1963,1,1,753,7,310.8
2,1968,1,1,,7,
1,1992,5,2,,7,
2,1996,5,2,,7,
1,1962,1,1,311,7,433
2,1966,1,1,,7,
2,1997,0,1,,7,
2,1999,0,1,,7,
1,2005,0,1,,7,
2,1937,2,1,,7,
1,1965,1,1,248,7,
2,1967,1,1,248,7,
2,1997,0,1,,7,
1,1999,0,1,,7,
1,1970,1,2,774,7,
2,1972,1,2,422,7,
2,1998,0,2,,7,
2,2002,0,2,,7,
1,1963,1,2,873,7,
2,1968,1,2,,7,
1,1997,0,2,,7,
2,1998,0,2,,7,
1,2000,0,2,,7,
1,1969,1,2,773,7,
2,1971,1,2,773,7,
2,1932,2,1,,7,
1,1933,3,2,,7,
2,1949,2,1,,7,
1,1976,5,2,311,7,253.3
1,1977,5,2,314,7,100
2,1946,2,1,,7,
2,1961,3,2,441,7,166.6
2,1986,5,1,521,7,
1,1967,1,2,254,7,201.6
2,1972,1,1,442,7,
1,1997,0,2,,7,
1,1999,0,2,,7,
1,1968,1,1,921,7,234.1
2,1973,1,1,952,7,75
1,1999,0,2,,7,
2,2000,0,2,,7,
2,1961,1,1,510,7,433.3
2,1986,5,1,312,7,150.6
1,1988,5,1,,7,
1,1966,1,1,510,7,116.6
1,1977,1,1,285,7,
2,1978,1,1,799,7,
2,2006,0,1,,7,
1,2008,0,1,,7,
1,2010,0,1,,7,
1,1975,1,1,312,7,494.2
2,1981,1,1,,7,
2,2008,0,1,,7,
1,2010,0,1,,7,
2,1973,1,2,246,7,134.8
1,1995,5,2,,7,
2,1997,0,2,,7,
1,1974,1,2,921,7,
2,2010,0,2,,7,
2,1975,3,2,892,7,155
1,2003,0,2,,7,
2,1957,3,1,,7,
1,1987,5,1,311,7,171.6
2,1929,2,2,,7,
2,1965,3,2,941,7,51
2,1989,1,2,,7,
2,1991,5,2,,7,
1,1978,1,2,841,7,177
1,2012,0,2,,7,
1,2013,0,2,,7,
1,2013,0,2,,7,
1,1976,1,2,792,7,
2,1976,1,2,422,7,
2,2003,0,2,,7,
1,2005,0,2,,7,
1,1961,1,2,521,7,
2,1967,1,1,,7,
2,1994,5,1,272,7,198.3
2,1995,5,1,272,7,138.3
2,1997,0,1,,7,
1,1944,1,1,611,7,
2,1922,2,1,,7,
2,1946,2,1,,7,
1,1971,1,1,743,7,
2,1977,1,1,,7,
1,2008,0,1,,7,
2,2009,0,1,,7,
2,1936,2,1,,7,
1,1951,1,1,611,7,
2,1958,1,1,611,7,
1,1951,1,2,772,7,
2,1956,1,2,611,7,
2,1995,5,2,,7,
1,1948,1,1,611,7,
2,1949,1,1,611,7,
2,1925,2,1,,7,
2,1950,2,2,611,7,
2,1944,2,2,611,7,
2,1936,2,1,,7,
2,1993,5,2,521,7,130
1,1974,3,2,,7,
1,1960,1,2,930,7,338.4
2,1962,1,2,,7,
1,1934,1,2,611,7,
2,1936,1,1,611,7,
2,1936,2,1,,7,
1,1993,5,2,,7,
1,1969,3,2,743,7,
1,1940,2,2,,7,
1,1940,1,1,611,7,
2,1943,1,1,611,7,
1,1937,1,2,,7,
2,1940,1,2,611,7,
1,1934,1,2,611,7,
2,1935,1,2,611,7,
2,1939,2,2,,7,
2,1931,2,1,611,7,
2,1922,2,2,,7,
2,1926,2,2,,7,
2,1956,2,2,,7,
1,1979,3,2,873,2,214
2,2003,0,2,,2,
2,1972,1,1,132,7,200
1,1970,1,1,630,7,
1,2008,0,1,,7,
2,1953,3,1,,7,
2,1963,3,1,,7,
1,1937,1,2,,7,
2,1940,1,1,952,7,20
1,1958,1,2,743,7,459.1
2,1958,1,2,,7,
2,1983,1,2,,7,
2,1985,5,2,259,7,180
1,1984,1,2,510,7,305
1,2013,0,2,,7,
2,1941,2,2,,7,
2,1945,2,1,,7,
1,1946,1,1,942,7,140
2,1955,1,1,,7,
1,1936,1,1,,7,
2,1939,1,1,,7,
2,1964,3,1,153,7,160
2,1991,5,1,243,7,176.6
1,1934,1,2,,7,
2,1940,1,1,,7,
1,1998,0,2,,7,
1,1943,1,2,942,7,152.3
2,1959,1,2,,7,
2,1942,2,1,,7,
1,1964,1,1,873,7,
2,1965,1,1,530,7,
1,1992,5,1,,7,
1,1995,5,1,,7,
2,1968,3,1,312,7,120
2,1997,0,1,,7,
2,1956,2,1,432,7,
1,1980,1,2,411,7,344.1
1,1982,1,1,312,7,425.7
1,1984,5,1,,7,
2,1979,1,2,320,7,416.6
1,2008,0,2,,7,
1,2011,0,2,,7,
1,1969,1,2,751,7,
2,1972,1,2,313,7,
2,1997,0,2,,7,
2,1999,0,2,,7,
1,1956,1,1,,7,
2,1960,1,1,441,7,
2,1985,1,2,392,1,266
1,1988,5,2,930,7,292
1,1983,1,2,521,1,250
1,1969,1,1,873,7,
2,1970,1,1,311,7,141.6
2,2000,0,1,,7,
2,2003,0,1,,7,
1,2008,0,1,,7,
1,1940,2,2,,7,
2,1942,2,1,,7,
1,1975,1,2,899,7,260
2,1976,1,2,510,7,100
1,2008,0,2,,7,
1,2009,0,2,,7,
2,1949,2,1,,7,
1,1987,5,1,,6,
1,1939,1,2,611,7,
2,1944,1,1,611,7,
1,1935,1,1,,7,
2,1937,1,1,941,7,40
1,1957,2,1,772,7,
1,1952,1,1,521,7,
2,1955,1,1,521,7,
1,1987,5,1,311,7,143.7
2,1989,5,1,,7,
2,1961,2,2,941,7,90
2,1983,5,2,246,7,152
2,1988,5,2,246,7,156.2
2,1925,2,2,,7,
2,1937,2,2,,7,
1,1975,1,1,510,7,326.7
2,1979,1,1,259,7,110
2,2008,0,1,,7,
1,2010,0,1,,7,
1,1935,1,2,,7,
2,1941,1,2,,7,
2,1977,1,2,247,7,198.7
1,1978,1,2,222,7,
2,2011,0,2,,7,
1,1947,1,1,,7,
2,1953,1,1,,7,
1,1979,5,2,521,7,254
2,1936,2,1,510,7,100
2,1959,5,2,442,7,
1,1950,1,2,611,7,
2,1955,1,1,611,7,
1,1979,5,2,,7,
2,1982,5,2,313,7,127.5
2,1977,5,2,245,7,166.7
2,1958,4,1,,7,
1,1991,5,1,910,7,
1,1938,1,2,611,7,
2,1934,1,2,,7,
1,1937,1,2,611,7,
2,1943,1,2,,7,
2,1942,2,2,,7,
2,1945,2,2,611,7,
2,1943,2,2,,7,
2,1924,2,2,,7,
2,1941,2,2,,7,
2,1928,2,2,,7,
2,1923,2,2,,7,
1,1972,1,2,930,7,375
2,1974,1,2,930,7,200
2,2000,0,2,,7,
1,2002,0,2,,7,
2,1947,2,1,611,7,
1,1948,1,1,,7,
2,1956,1,1,,7,
2,1939,2,1,,7,
2,1996,5,1,,1,
1,1998,0,1,,1,
1,1963,3,2,873,1,
2,1942,2,2,,7,
2,1968,5,2,,7,
1,1936,1,2,,7,
2,1936,1,2,,7,
2,1943,2,1,611,7,
2,1927,2,2,,7,
1,1926,2,1,,7,
2,1927,2,1,,7,
1,1980,1,2,874,7,375
2,1979,1,2,,7,
1,2008,0,2,,7,
2,1943,2,1,,7,
1,1935,1,2,,7,
2,1936,1,2,,7,
1,1938,1,1,611,7,
2,1941,1,1,611,7,
1,1941,1,2,611,7,
2,1941,1,2,611,7,
2,1932,2,1,,1,
2,1937,2,1,611,7,
1,1965,3,1,922,7,156.5
2,1976,3,1,,7,
2,1935,2,1,,7,
1,1960,1,1,111,7,250
2,1961,1,1,521,7,
1,1990,5,1,,7,
2,1927,2,1,,7,
2,1936,2,1,,7,
2,1940,2,2,611,7,
2,1927,2,1,,7,
1,1966,1,1,875,7,348
2,1971,1,1,,7,
2,1999,0,1,,7,
2,2000,0,1,,7,
1,1978,1,2,,7,
2,1988,1,2,930,7,336
1,1972,1,1,141,7,414
2,1978,1,1,,7,
2,2003,0,1,,7,
1,2006,0,1,,7,
1,1965,1,2,761,7,
2,1969,1,1,999,7,
1,1996,5,2,,7,
1,1997,0,2,,7,
1,1974,1,2,875,7,
2,1973,1,2,991,7,106
1,1999,0,2,,7,
1,2001,0,2,,7,
2,2006,0,2,,7,
1,1971,1,2,510,7,
2,1975,1,2,313,7,177.4
1,1998,0,2,,7,
1,2000,0,2,,7,
1,1972,1,2,721,7,292.3
2,1976,1,2,441,7,
1,2000,0,2,,7,
2,2002,0,2,,7,
1,1969,1,1,753,7,525.5
2,1973,1,1,246,7,143
2,2000,0,2,,7,
1,2002,0,2,,7,
2,1934,2,1,,7,
1,1938,1,2,,7,
2,1937,1,2,,7,
1,2001,0,2,,7,
1,1941,1,2,,7,
2,1954,1,2,710,7,
1,1999,0,2,,7,
1,2002,0,2,,7,
1,1963,1,1,930,7,
2,1967,1,1,930,7,
1,1991,5,1,,7,
2,1993,5,1,,7,
1,1947,3,2,611,7,
2,1933,2,1,,7,
2,1932,2,2,,7,
2,1936,2,2,,7,
2,1999,0,2,,7,
1,2001,0,2,,7,
1,1966,5,2,910,7,
1,1942,1,1,611,7,
2,1945,1,1,611,7,
1,1934,1,2,611,7,
2,1933,1,2,611,7,
1,1925,2,2,611,7,
2,1939,2,2,611,7,
1,1920,1,2,,7,
2,1920,1,2,,7,
1,1947,1,2,611,7,
2,1951,1,2,611,7,
1,1940,1,2,611,7,
2,1938,1,2,611,7,
2,1935,2,1,,7,
1,1938,1,1,611,7,
2,1945,1,1,611,7,
2,1932,2,1,153,7,20
2,1937,2,2,,7,
2,1931,2,1,,7,
1,1940,1,2,611,7,
2,1947,1,2,611,7,
1,1972,5,2,,7,
2,1932,2,2,,7,
2,1943,2,2,,7,
1,1942,1,1,611,7,
2,1949,1,1,611,7,
1,1962,1,1,611,7,
2,1966,1,1,611,7,
2,1997,0,2,,7,
1,1963,1,2,442,7,
2,1967,1,2,441,7,
2,1987,5,2,442,7,
1,1993,5,2,442,7,
2,1986,5,2,,7,
1,1945,1,1,941,7,20
2,1949,1,1,999,7,60
1,1952,1,1,873,7,258
2,1954,1,1,,7,
2,1995,5,2,,7,
1,1948,1,2,611,7,
2,1954,1,2,611,7,
1,1983,1,2,411,1,400.7
2,1986,1,2,,1,
1,2013,0,2,,1,
2,1947,2,1,421,7,20
2,1946,2,1,,7,
1,1999,0,2,,7,
1,1942,1,1,,7,
2,1943,1,1,442,7,72
2,1937,2,1,,7,
1,1931,1,2,,7,
2,1940,1,2,,7,
1,1949,1,2,611,7,
2,1948,1,2,611,7,
2,1922,2,2,,7,
1,1947,1,2,,7,
2,1945,1,1,,7,
2,1945,2,2,,7,
2,1919,2,1,,7,
1,1960,1,1,311,7,625
2,1960,1,1,252,7,625
1,1990,5,2,259,7,60
2,1995,5,2,,7,
1,1988,5,2,,7,
2,1929,2,1,,7,
2,1935,2,1,,7,
2,1932,2,1,,7,
2,1930,2,2,,7,
2,1931,2,1,,7,
2,1947,2,1,,7,
1,1974,1,2,751,7,241.2
2,1978,1,2,952,7,
2,2010,0,2,,7,
1,1960,1,2,630,7,
2,1968,1,2,630,7,
1,1990,5,2,,7,
2,1926,2,2,,7,
1,1947,2,2,611,7,
1,1950,1,2,611,7,
2,1951,1,2,611,7,
2,1977,5,2,,7,
2,1942,2,2,999,7,20
2,1960,2,2,630,7,
1,1986,5,2,630,7,
2,1942,2,1,611,7,
2,1963,2,1,611,7,
1,1947,3,2,611,7,
1,1943,1,2,611,7,
2,1950,1,2,991,7,105.2
1,1940,1,2,,7,
2,1940,1,2,,7,
2,1938,2,1,,7,
2,1931,2,2,,7,
2,1942,2,1,611,7,
1,1973,1,1,752,7,714.5
2,1974,1,1,311,7,58.3
2,1997,0,1,,7,
2,2000,0,1,,7,
2,2001,0,1,,7,
1,2005,0,1,,7,
1,1964,1,2,236,7,637
2,1971,1,1,,7,
2,1993,5,2,,7,
2,1999,0,2,,7,
1,2000,0,2,,7,
1,1964,1,1,236,7,718.6
2,1964,1,1,423,7,
2,1992,5,1,246,7,160
1,1997,0,1,,7,
1,1955,1,1,,7,
2,1961,1,1,,7,
1,1988,5,1,,7,
1,1963,1,2,875,7,812.9
2,1968,1,2,,7,
2,1996,5,2,,7,
1,1967,1,2,743,7,660
2,1973,1,2,521,7,
2,1992,5,2,521,3,110
2,1996,5,2,,7,
1,1966,1,2,792,7,816
2,1966,1,2,521,7,116.6
1,1992,5,2,,7,
2,1994,5,2,,7,
1,1950,1,1,261,2,108
2,1952,1,1,,2,
1,1977,1,1,271,2,508.3
2,1978,1,1,,2,
1,2008,0,1,,2,
1,2011,0,1,,2,
1,1969,1,1,922,7,377.2
2,1970,1,1,,7,
1,1994,5,1,799,7,158.2
2,1995,5,1,,7,
1,1996,5,1,314,7,
1,1937,1,1,611,7,
2,1942,1,1,611,7,
2,1949,2,2,991,7,
1,1978,1,2,141,7,310
2,1977,1,2,320,7,96.6
1,2009,0,2,,7,
1,2011,0,2,,7,
1,1957,1,1,611,7,
2,1960,1,1,999,7,
2,1985,1,2,,7,
2,1986,5,2,314,7,189.9
2,1988,1,2,,7,
2,1936,2,1,,7,
1,1956,1,1,611,7,
2,1958,1,1,246,7,80
2,1981,1,2,,7,
1,1983,5,1,611,7,
1,1985,5,1,953,7,100
1,1979,1,2,320,7,446.7
1,2008,0,2,,7,
1,2010,0,2,,7,
1,1968,1,2,611,7,
2,1967,1,2,611,7,
2,1997,0,2,,7,
1,1999,0,2,,7,
1,1950,1,1,611,7,
2,1952,1,1,611,7,
1,1983,5,1,611,7,
1,1970,1,2,875,7,
2,1969,1,1,951,7,
1,1995,5,2,,7,
1,1998,0,2,,7,
2,1970,2,1,991,7,66
2,2002,0,1,,7,
2,2006,0,1,,7,
1,1943,1,1,,7,
2,1949,1,1,421,7,105.5
2,1938,2,2,,7,
1,1968,1,2,,7,
2,1984,1,2,952,7,
2,2009,0,2,,7,
2,2013,0,2,,7,
1,1936,1,2,,7,
2,1938,1,2,,7,
1,1940,1,1,611,7,
2,1945,1,1,611,7,
2,1960,2,2,421,7,
1,1981,5,2,811,7,335.8
1,1940,1,2,611,7,
2,1942,1,2,521,7,
1,1944,1,2,611,7,
2,1944,1,1,521,7,
2,1952,2,2,991,7,
2,1933,2,1,,7,
1,1961,1,2,611,7,
2,1965,1,2,314,7,
1,1950,1,2,611,7,
2,1957,1,2,611,7,
1,1938,1,2,611,7,
2,1939,1,1,,7,
1,1966,1,1,611,7,
2,1962,1,1,941,7,20
1,1997,0,1,,7,
2,1998,0,1,,7,
2,2001,0,1,,7,
2,1924,2,1,,7,
1,1937,2,2,,7,
1,1975,3,2,630,7,
1,1997,0,2,,7,
1,2002,0,2,,7,
2,1945,2,1,,7,
2,1952,2,1,611,7,
1,1977,5,2,,7,
1,1974,1,2,910,7,220
2,1988,1,1,991,7,70
1,2009,0,2,,7,
1,2010,0,2,,7,
1,1935,1,1,611,7,
2,1936,1,1,611,7,
1,1969,5,1,,7,
1,1935,1,2,941,7,20
2,1941,1,2,,7,
2,1930,2,1,,7,
2,1948,2,1,,7,
2,1940,2,2,,7,
2,1925,2,1,,7,
2,1936,2,2,,7,
2,1962,3,2,441,7,
1,1968,1,2,411,7,519.7
2,1970,1,2,,7,
1,1996,5,2,,7,
1,1999,0,2,,7,
1,1952,1,2,611,7,
2,1958,1,2,421,7,80
2,1980,1,1,,7,
1,1974,1,1,245,7,273
1,2013,0,1,,7,
1,1943,1,2,941,7,20
2,1948,1,2,,7,
1,1976,1,2,753,7,331.6
2,1983,1,2,,7,
2,2009,0,2,,7,
2,1955,2,1,991,7,
2,1976,5,2,,7,
2,1981,5,1,,7,
1,1964,1,1,921,7,320
2,1970,1,1,,7,
1,1994,5,1,,7,
